A_LOAD,A_LOAD_STATUS,A_OCCUPANCY,A_DISTANCE,A_WAITING_TIME,B_LOAD,B_LOAD_STATUS,B_OCCUPANCY,B_DISTANCE,B_WAITING_TIME,C_LOAD,C_LOAD_STATUS,C_OCCUPANCY,C_DISTANCE,C_WAITING_TIME,GRID_HEADROOM,GRID_STATUS,BATTERY,RECOMMENDED
45,GREEN,3,8.8,27.0,74,YELLOW,3,2.1,32.6,82,YELLOW,1,7.6,16.4,19.6,YELLOW,66,C
21,GREEN,2,1.6,20.1,54,GREEN,2,6.3,20.9,41,GREEN,1,3.3,12.8,53.6,GREEN,62,A
86,RED,2,5.0,23.4,62,YELLOW,1,2.1,15.1,80,YELLOW,0,3.5,6.7,8.8,RED,75,C
28,GREEN,0,3.5,1.6,32,GREEN,3,3.6,25.4,79,YELLOW,1,1.1,16.4,44.4,GREEN,43,A
64,YELLOW,0,9.3,5.5,74,YELLOW,2,4.0,24.5,52,GREEN,1,1.2,11.8,24.0,YELLOW,42,A
55,GREEN,1,3.0,11.9,86,RED,3,3.6,33.7,95,RED,2,9.7,26.4,5.6,RED,75,A
46,GREEN,1,0.5,11.5,47,GREEN,0,9.3,5.2,38,GREEN,1,5.0,9.8,47.6,GREEN,24,B
26,GREEN,1,5.4,10.4,80,YELLOW,2,3.4,25.0,50,GREEN,3,4.1,28.5,37.6,GREEN,75,A
65,YELLOW,2,8.5,21.8,30,GREEN,1,9.6,12.8,55,GREEN,1,8.5,13.7,40.0,GREEN,77,B
52,GREEN,0,5.8,4.9,64,YELLOW,1,0.7,13.9,79,YELLOW,2,7.4,22.8,22.0,YELLOW,39,A
68,YELLOW,2,2.2,23.8,21,GREEN,1,4.7,10.2,20,GREEN,2,3.6,19.6,56.4,GREEN,47,B
84,YELLOW,0,6.3,6.5,55,GREEN,3,4.3,31.5,52,GREEN,2,6.4,23.1,23.6,YELLOW,18,A
80,YELLOW,3,5.2,31.9,89,RED,0,0.9,7.0,39,GREEN,1,8.8,10.4,16.8,YELLOW,68,B
35,GREEN,0,4.7,4.3,60,GREEN,0,8.6,5.1,44,GREEN,0,3.7,5.1,44.4,GREEN,55,A
41,GREEN,2,5.4,21.9,71,YELLOW,3,8.5,31.8,28,GREEN,1,8.3,10.8,44.0,GREEN,49,C
30,GREEN,1,4.7,10.1,45,GREEN,3,2.1,29.5,20,GREEN,2,3.1,17.4,62.0,GREEN,58,C
79,YELLOW,0,5.9,7.8,34,GREEN,0,2.2,1.7,60,GREEN,0,7.8,7.2,30.8,GREEN,42,B
67,YELLOW,3,1.3,31.6,51,GREEN,2,8.5,21.7,44,GREEN,1,3.4,11.9,35.2,GREEN,51,C
42,GREEN,2,1.8,19.5,48,GREEN,1,3.1,11.6,57,GREEN,2,7.1,20.8,41.2,GREEN,77,A
65,YELLOW,2,3.8,23.1,77,YELLOW,1,0.8,17.0,69,YELLOW,1,5.6,13.7,15.6,YELLOW,70,C
64,YELLOW,2,2.5,23.2,84,YELLOW,2,1.4,25.5,53,GREEN,1,4.9,11.4,19.6,YELLOW,29,C
86,RED,1,5.0,16.5,61,YELLOW,2,5.9,22.7,24,GREEN,2,7.2,18.9,31.6,GREEN,16,C
40,GREEN,3,5.0,27.3,32,GREEN,1,9.2,10.4,79,YELLOW,1,7.6,15.7,39.6,GREEN,73,B
95,RED,3,7.4,33.4,51,GREEN,2,7.4,21.5,81,YELLOW,3,3.4,34.0,9.2,RED,44,B
84,YELLOW,0,4.5,9.5,93,RED,3,6.1,32.0,41,GREEN,2,8.9,22.0,12.8,RED,40,A
92,RED,1,1.7,16.5,26,GREEN,0,3.4,3.7,64,YELLOW,3,4.3,30.2,27.2,YELLOW,33,B
45,GREEN,1,3.4,10.8,50,GREEN,1,4.6,13.9,39,GREEN,2,0.5,18.5,46.4,GREEN,27,C
80,YELLOW,3,7.1,33.7,68,YELLOW,3,7.2,31.9,32,GREEN,3,1.7,28.3,28.0,YELLOW,32,AVOID
71,YELLOW,2,9.0,24.4,74,YELLOW,3,5.6,30.8,95,RED,0,2.6,9.9,4.0,RED,45,AVOID
67,YELLOW,2,3.7,24.0,70,YELLOW,0,6.6,5.6,44,GREEN,0,2.5,4.1,27.6,YELLOW,58,C
69,YELLOW,1,4.5,14.0,69,YELLOW,3,0.8,32.7,73,YELLOW,1,2.1,16.0,15.6,YELLOW,28,A
79,YELLOW,0,3.8,8.8,71,YELLOW,0,2.0,5.6,84,YELLOW,3,7.0,30.4,6.4,RED,66,B
74,YELLOW,0,3.4,6.4,34,GREEN,3,5.3,28.5,62,YELLOW,2,1.6,20.9,32.0,GREEN,69,A
88,RED,3,8.8,31.1,20,GREEN,2,9.5,18.8,53,GREEN,1,5.4,13.8,35.6,GREEN,73,B
75,YELLOW,0,4.9,5.7,82,YELLOW,3,4.0,33.8,67,YELLOW,2,4.5,23.4,10.4,RED,18,A
89,RED,2,2.2,24.3,22,GREEN,3,3.6,26.7,34,GREEN,2,7.5,19.5,42.0,GREEN,65,C
51,GREEN,1,1.3,11.5,38,GREEN,3,4.6,26.9,78,YELLOW,1,9.2,17.4,33.2,GREEN,73,A
25,GREEN,0,3.6,0.7,32,GREEN,3,5.4,28.1,63,YELLOW,2,4.5,20.4,52.0,GREEN,47,A
30,GREEN,3,9.7,28.2,93,RED,2,10.0,25.8,89,RED,1,7.1,15.1,15.2,YELLOW,75,C
47,GREEN,3,3.1,29.5,43,GREEN,2,5.3,18.5,71,YELLOW,1,6.9,14.2,35.6,GREEN,67,B
46,GREEN,0,7.9,5.2,55,GREEN,2,4.9,22.7,60,GREEN,0,2.6,4.1,35.6,GREEN,56,A
48,GREEN,0,6.3,5.7,78,YELLOW,3,6.5,31.1,69,YELLOW,3,9.3,29.0,22.0,YELLOW,58,A
60,GREEN,2,8.3,20.6,83,YELLOW,1,5.6,15.0,69,YELLOW,2,4.3,23.5,15.2,YELLOW,25,A
82,YELLOW,2,1.3,25.2,87,RED,2,3.4,25.7,77,YELLOW,3,0.8,32.2,1.6,RED,36,AVOID
65,YELLOW,3,4.4,31.6,56,GREEN,3,9.9,29.1,88,RED,1,4.1,18.6,16.4,YELLOW,30,C
32,GREEN,3,2.6,29.2,93,RED,2,2.2,23.9,71,YELLOW,3,3.8,30.0,21.6,YELLOW,50,B
60,GREEN,2,6.5,22.7,60,GREEN,3,2.6,29.6,79,YELLOW,2,8.3,23.7,20.4,YELLOW,37,A
71,YELLOW,2,0.5,24.4,79,YELLOW,1,7.0,14.3,94,RED,3,9.8,33.0,2.4,RED,18,AVOID
48,GREEN,1,6.3,12.8,30,GREEN,3,9.5,26.3,51,GREEN,1,5.9,13.0,48.4,GREEN,26,A
67,YELLOW,0,7.6,8.2,69,YELLOW,1,8.6,13.5,67,YELLOW,1,2.2,16.4,18.8,YELLOW,40,A
61,YELLOW,1,3.3,15.7,46,GREEN,3,4.9,29.3,76,YELLOW,1,8.1,17.5,26.8,YELLOW,79,A
34,GREEN,2,8.8,21.0,51,GREEN,3,7.4,27.4,24,GREEN,3,8.7,28.4,56.4,GREEN,64,A
29,GREEN,3,9.6,28.4,88,RED,0,7.3,9.2,88,RED,0,4.7,10.1,18.0,YELLOW,22,C
57,GREEN,3,8.4,30.6,25,GREEN,2,4.3,20.2,76,YELLOW,3,8.0,30.0,36.8,GREEN,48,B
94,RED,0,7.4,8.9,63,YELLOW,1,9.2,15.5,46,GREEN,2,1.4,21.2,18.8,YELLOW,24,A
78,YELLOW,3,7.6,32.8,63,YELLOW,2,7.0,21.6,77,YELLOW,2,5.9,24.1,12.8,RED,32,B
38,GREEN,2,0.7,21.3,92,RED,2,7.3,24.4,40,GREEN,2,5.0,19.8,32.0,GREEN,52,A
39,GREEN,1,1.9,11.1,69,YELLOW,2,6.5,21.0,47,GREEN,2,1.9,18.7,38.0,GREEN,61,A
85,YELLOW,3,5.0,34.1,64,YELLOW,1,6.1,14.4,86,RED,2,4.1,26.3,6.0,RED,36,B
87,RED,3,2.2,34.3,21,GREEN,0,3.8,1.3,48,GREEN,1,3.1,13.9,37.6,GREEN,30,B
45,GREEN,2,5.2,20.8,21,GREEN,1,7.5,9.6,24,GREEN,3,6.5,28.2,64.0,GREEN,79,B
28,GREEN,2,5.8,18.9,88,RED,0,9.7,7.0,92,RED,1,2.8,18.4,16.8,YELLOW,38,B
51,GREEN,1,7.1,12.9,25,GREEN,2,5.7,16.9,44,GREEN,0,9.1,2.9,52.0,GREEN,53,C
27,GREEN,1,2.7,11.0,94,RED,3,4.9,33.5,26,GREEN,2,8.0,16.9,41.2,GREEN,76,A
34,GREEN,3,1.3,26.2,89,RED,1,6.2,16.1,21,GREEN,3,8.7,24.5,42.4,GREEN,71,B
44,GREEN,3,9.9,27.4,72,YELLOW,2,5.2,21.9,84,YELLOW,3,5.4,34.2,20.0,YELLOW,53,B
53,GREEN,1,3.7,14.0,84,YELLOW,2,6.4,22.8,43,GREEN,3,0.6,29.9,28.0,YELLOW,80,A
80,YELLOW,3,2.0,30.3,75,YELLOW,2,1.4,24.9,63,YELLOW,1,2.3,12.7,12.8,RED,44,C
47,GREEN,2,5.3,20.0,87,RED,3,1.5,31.9,46,GREEN,1,3.6,11.4,28.0,YELLOW,65,C
41,GREEN,1,6.3,10.7,86,RED,3,6.7,33.8,54,GREEN,1,9.4,13.3,27.6,YELLOW,53,A
67,YELLOW,1,3.4,15.6,60,GREEN,3,3.4,30.3,73,YELLOW,0,7.7,6.9,20.0,YELLOW,67,C
65,YELLOW,1,9.8,15.6,22,GREEN,1,2.5,11.1,57,GREEN,2,0.7,21.4,42.4,GREEN,63,B
61,YELLOW,1,8.1,14.6,76,YELLOW,2,1.5,22.6,61,YELLOW,3,9.4,30.5,20.8,YELLOW,20,A
69,YELLOW,3,2.9,32.8,95,RED,3,1.1,31.7,63,YELLOW,2,5.6,22.1,9.2,RED,51,C
34,GREEN,3,1.8,28.4,61,YELLOW,3,8.3,31.6,95,RED,2,6.0,25.7,24.0,YELLOW,71,AVOID
51,GREEN,2,5.9,22.2,53,GREEN,2,7.1,19.9,28,GREEN,2,9.6,18.2,47.2,GREEN,72,C
47,GREEN,1,3.6,11.6,66,YELLOW,2,2.4,24.5,53,GREEN,2,6.2,23.0,33.6,GREEN,32,A
35,GREEN,3,4.6,28.7,26,GREEN,0,9.2,2.6,22,GREEN,3,10.0,28.0,66.8,GREEN,56,B
88,RED,3,3.2,32.1,28,GREEN,0,5.9,4.7,34,GREEN,1,8.1,12.8,40.0,GREEN,26,B
93,RED,3,6.3,35.3,29,GREEN,3,8.3,26.8,39,GREEN,2,1.2,20.5,35.6,GREEN,58,C
78,YELLOW,3,8.9,31.4,57,GREEN,0,6.4,5.3,21,GREEN,1,3.6,8.7,37.6,GREEN,43,B
94,RED,2,5.6,26.0,45,GREEN,2,9.0,21.4,93,RED,1,2.3,15.9,7.2,RED,54,B
43,GREEN,0,0.7,4.7,25,GREEN,1,5.6,12.3,61,YELLOW,2,9.3,22.7,48.4,GREEN,40,A
58,GREEN,1,4.5,12.9,47,GREEN,2,0.8,22.2,76,YELLOW,0,8.4,7.1,27.6,YELLOW,71,C
46,GREEN,3,1.0,28.4,45,GREEN,1,7.8,12.9,35,GREEN,0,9.7,3.5,49.6,GREEN,30,C
40,GREEN,1,1.6,12.0,65,YELLOW,2,4.4,21.3,31,GREEN,2,5.0,19.1,45.6,GREEN,73,C
22,GREEN,0,4.1,1.9,32,GREEN,2,3.9,18.4,28,GREEN,3,9.5,27.4,67.2,GREEN,44,A
30,GREEN,3,8.8,25.1,55,GREEN,2,0.9,22.9,42,GREEN,0,1.7,2.8,49.2,GREEN,75,C
24,GREEN,0,6.2,1.2,57,GREEN,2,6.4,23.0,73,YELLOW,1,2.2,15.4,38.4,GREEN,34,A
43,GREEN,2,8.9,18.7,40,GREEN,0,5.2,3.2,67,YELLOW,2,6.4,20.8,40.0,GREEN,18,B
62,YELLOW,0,8.9,4.3,38,GREEN,3,0.9,27.3,87,RED,1,2.0,14.8,25.2,YELLOW,43,A
31,GREEN,3,9.9,25.5,80,YELLOW,3,9.8,33.4,88,RED,3,1.8,33.2,20.4,YELLOW,15,AVOID
59,GREEN,3,5.0,31.5,36,GREEN,2,6.7,19.1,32,GREEN,3,5.2,28.5,49.2,GREEN,40,B
36,GREEN,1,5.4,12.8,38,GREEN,1,6.8,12.8,71,YELLOW,2,8.9,21.5,42.0,GREEN,43,A
52,GREEN,1,7.4,12.4,79,YELLOW,2,7.7,22.4,74,YELLOW,2,6.8,23.7,18.0,YELLOW,19,A
69,YELLOW,0,8.0,8.8,21,GREEN,1,6.5,11.4,50,GREEN,1,4.3,11.0,44.0,GREEN,76,A
81,YELLOW,2,2.3,25.6,93,RED,3,4.8,32.2,53,GREEN,3,1.6,28.4,9.2,RED,80,A
63,YELLOW,2,10.0,21.0,63,YELLOW,3,7.8,30.1,32,GREEN,2,7.8,18.3,36.8,GREEN,61,C
74,YELLOW,0,9.7,5.9,49,GREEN,3,8.4,27.4,57,GREEN,1,8.8,12.9,28.0,YELLOW,70,A
90,RED,0,9.7,10.9,43,GREEN,3,8.3,29.8,85,YELLOW,1,1.8,17.2,12.8,RED,17,A
45,GREEN,2,5.5,21.6,92,RED,0,8.1,8.7,49,GREEN,1,4.1,11.3,25.6,YELLOW,36,B
48,GREEN,1,5.6,14.6,74,YELLOW,1,3.1,17.2,71,YELLOW,2,4.2,23.2,22.8,YELLOW,68,A
80,YELLOW,3,3.6,32.9,58,GREEN,0,1.2,6.6,59,GREEN,1,9.3,14.4,21.2,YELLOW,23,B
27,GREEN,3,1.8,26.6,40,GREEN,1,4.2,10.6,73,YELLOW,3,6.1,30.3,44.0,GREEN,59,B
29,GREEN,1,9.7,10.0,71,YELLOW,0,7.4,7.4,39,GREEN,1,4.7,12.6,44.4,GREEN,56,B
21,GREEN,0,5.4,2.2,80,YELLOW,1,6.8,15.2,35,GREEN,3,2.0,29.0,45.6,GREEN,58,A
54,GREEN,0,4.1,7.0,34,GREEN,3,4.5,26.1,82,YELLOW,2,2.6,22.6,32.0,GREEN,61,A
50,GREEN,3,8.4,30.9,73,YELLOW,0,6.6,8.8,55,GREEN,2,9.1,22.1,28.8,YELLOW,57,B
73,YELLOW,2,9.8,21.6,32,GREEN,3,2.8,27.2,95,RED,3,6.8,31.9,20.0,YELLOW,77,A
91,RED,3,6.3,34.6,68,YELLOW,0,6.2,7.2,32,GREEN,0,1.6,4.3,23.6,YELLOW,61,C
94,RED,3,8.2,34.3,25,GREEN,2,6.6,18.3,78,YELLOW,0,9.4,9.1,21.2,YELLOW,70,C
23,GREEN,1,5.9,8.4,62,YELLOW,0,3.3,5.8,23,GREEN,3,8.6,25.3,56.8,GREEN,59,B
65,YELLOW,1,3.1,15.6,61,YELLOW,3,7.1,30.6,40,GREEN,1,5.8,13.5,33.6,GREEN,56,C
71,YELLOW,2,7.9,21.8,83,YELLOW,0,3.7,8.8,49,GREEN,2,8.4,19.3,18.8,YELLOW,26,B
71,YELLOW,2,6.4,23.7,68,YELLOW,1,3.0,15.6,64,YELLOW,2,8.2,24.0,18.8,YELLOW,35,B
41,GREEN,2,0.7,18.9,59,GREEN,2,7.7,22.1,70,YELLOW,0,2.4,5.4,32.0,GREEN,66,C
53,GREEN,1,7.3,13.4,70,YELLOW,1,9.3,13.4,57,GREEN,0,3.6,4.6,28.0,YELLOW,20,C
51,GREEN,1,6.8,12.2,83,YELLOW,1,8.4,18.2,51,GREEN,1,4.7,14.3,26.0,YELLOW,33,A
21,GREEN,2,2.8,16.2,81,YELLOW,3,4.4,32.3,92,RED,1,4.4,18.6,22.4,YELLOW,66,A
93,RED,3,7.6,34.1,66,YELLOW,2,4.6,22.1,50,GREEN,2,5.6,19.3,16.4,YELLOW,32,C
61,YELLOW,1,8.1,14.4,32,GREEN,3,5.6,25.6,49,GREEN,2,7.3,21.5,43.2,GREEN,43,C
79,YELLOW,2,6.0,22.1,76,YELLOW,3,6.1,29.9,41,GREEN,0,5.8,4.3,21.6,YELLOW,22,C
64,YELLOW,3,8.7,29.0,65,YELLOW,0,9.6,5.6,52,GREEN,0,7.3,5.2,27.6,YELLOW,32,C
70,YELLOW,1,6.8,14.2,58,GREEN,2,2.7,23.0,85,YELLOW,3,1.9,32.7,14.8,RED,55,B
20,GREEN,0,7.3,1.4,35,GREEN,0,6.3,3.6,40,GREEN,1,2.9,12.4,62.0,GREEN,37,A
43,GREEN,0,6.7,4.3,35,GREEN,2,1.3,21.3,93,RED,3,8.1,32.8,31.6,GREEN,75,A
37,GREEN,2,2.2,18.9,42,GREEN,3,8.9,28.2,43,GREEN,2,4.3,19.2,51.2,GREEN,25,A
63,YELLOW,3,7.6,30.4,22,GREEN,0,9.8,0.4,67,YELLOW,0,2.1,8.6,39.2,GREEN,16,B
20,GREEN,2,4.2,16.1,92,RED,2,8.7,27.0,44,GREEN,3,2.2,27.3,37.6,GREEN,59,A
32,GREEN,1,6.2,11.5,76,YELLOW,1,5.3,16.9,76,YELLOW,0,6.4,9.3,26.4,YELLOW,30,C
59,GREEN,2,1.5,22.6,95,RED,1,9.1,17.5,39,GREEN,2,9.4,21.6,22.8,YELLOW,64,C
77,YELLOW,0,6.9,6.0,51,GREEN,2,1.8,22.9,82,YELLOW,1,8.0,14.4,16.0,YELLOW,22,A
81,YELLOW,0,8.6,6.5,61,YELLOW,3,7.7,30.7,56,GREEN,2,1.8,22.7,20.8,YELLOW,52,A
74,YELLOW,3,4.6,29.7,23,GREEN,3,1.5,26.5,69,YELLOW,2,5.2,24.0,33.6,GREEN,51,C
27,GREEN,0,2.3,1.1,95,RED,1,6.6,18.5,88,RED,0,0.9,8.0,16.0,YELLOW,39,A
65,YELLOW,0,8.3,7.2,75,YELLOW,1,5.3,16.2,25,GREEN,1,1.4,12.3,34.0,GREEN,43,A
60,GREEN,0,7.3,6.0,93,RED,0,0.9,8.8,34,GREEN,2,0.5,18.4,25.2,YELLOW,57,A
42,GREEN,3,8.4,27.7,71,YELLOW,0,2.0,7.5,53,GREEN,3,7.0,30.1,33.6,GREEN,54,B
46,GREEN,2,4.4,18.6,72,YELLOW,3,3.1,32.8,82,YELLOW,2,6.2,24.7,20.0,YELLOW,65,A
25,GREEN,3,1.7,27.3,29,GREEN,0,1.6,4.5,82,YELLOW,0,2.2,7.5,45.6,GREEN,47,B
70,YELLOW,2,5.6,22.1,92,RED,2,1.5,23.7,45,GREEN,0,5.8,4.5,17.2,YELLOW,31,C
86,RED,0,5.0,7.0,49,GREEN,0,8.4,3.6,28,GREEN,1,4.6,10.3,34.8,GREEN,33,B
76,YELLOW,0,6.8,7.6,44,GREEN,1,7.4,10.6,21,GREEN,1,3.7,11.9,43.6,GREEN,37,A
64,YELLOW,3,2.4,31.0,70,YELLOW,3,2.0,30.2,28,GREEN,1,2.2,9.6,35.2,GREEN,71,C
23,GREEN,3,1.2,25.3,87,RED,2,5.8,23.3,60,GREEN,0,1.6,4.3,32.0,GREEN,17,C
41,GREEN,2,4.0,18.7,33,GREEN,1,0.6,9.3,27,GREEN,3,7.8,25.2,59.6,GREEN,43,B
24,GREEN,0,0.7,3.7,80,YELLOW,3,3.2,32.5,77,YELLOW,1,7.0,16.2,27.6,YELLOW,59,A
